season,source,week,team,source_team_name,opponent,source_opponent_name,H,AB,R,HR,RBI,BB,SO,TB,AVG,NSB,IP,W,L,K,ERA,WHIP,QS,BSV,SVH,official_score_for,official_score_against,phase,round,tiebreak_winner,tiebreak_note
2023,yahoo,16,Pat James's Swell Team,Pat James's Swell Team,You Don't Kno Bo (2023),You Don't Kno Bo,66,213,28,10,37,14,49,110,0.310,2,23.1,1,3,22,7.71,1.63,0,1,1,3,12,regular,,,
2023,yahoo,16,This Is Mizerable,Vladdys Hammer,Gunnarrhea,Rita's Favorite Team,55,233,36,9,33,34,47,90,0.236,4,52.0,5,2,44,3.12,1.04,4,1,3,11,4,regular,,,
2023,yahoo,16,You Don't Kno Bo (2023),You Don't Kno Bo,Pat James's Swell Team,Pat James's Swell Team,70,236,29,11,37,27,56,118,0.297,1,52.1,3,2,62,3.44,1.09,6,0,3,12,3,regular,,,
2023,yahoo,17,BB's Bold Team,BB's Bold Team,You Don't Kno Bo (2023),You Don't Kno Bo,85,278,50,18,56,25,52,153,0.306,6,47.0,2,3,45,5.17,1.17,3,0,7,11,4,regular,,,
2023,yahoo,17,Dixon Cider,Dixon Cider,Pat James's Swell Team,Pat James's Swell Team,59,263,33,15,32,32,76,119,0.224,10,69.1,3,5,70,3.63,1.24,4,1,5,10,6,regular,,,
2023,yahoo,17,Goodyear Gila Monsters,Goodyear Gila Monsters,John's Super Team,John's Super Team,78,259,40,13,43,33,61,133,0.301,6,77.1,6,5,86,3.96,1.32,5,2,4,13,1,regular,,,
2023,yahoo,17,Gunnarrhea,Rita's Favorite Team,Mactown MacDaddies,Mactown MacDaddies,73,250,36,8,34,29,57,117,0.292,9,61.2,2,6,74,5.69,1.31,4,0,5,8,8,regular,,,
2023,yahoo,17,John's Super Team,John's Super Team,Goodyear Gila Monsters,Goodyear Gila Monsters,69,249,39,13,37,23,63,123,0.277,5,55.0,2,4,56,5.24,1.35,3,2,3,1,13,regular,,,
2023,yahoo,17,Mactown MacDaddies,Mactown MacDaddies,Gunnarrhea,Rita's Favorite Team,66,245,45,14,42,27,61,128,0.269,7,64.0,8,2,57,3.38,1.33,5,1,3,8,8,regular,,,
2023,yahoo,17,Me So Heorny,Me so Randy,This Is Mizerable,Vladdys Hammer,82,302,57,13,44,31,94,144,0.272,11,89.0,5,4,94,4.25,1.17,6,0,5,11,2,regular,,,
2023,yahoo,17,Pat James's Swell Team,Pat James's Swell Team,Dixon Cider,Dixon Cider,54,226,26,9,25,12,52,93,0.239,2,38.0,1,2,30,3.55,1.00,3,0,2,6,10,regular,,,
2023,yahoo,17,This Is Mizerable,Vladdys Hammer,Me So Heorny,Me so Randy,74,280,34,12,45,31,61,124,0.264,5,54.1,5,4,39,4.31,1.29,4,2,3,2,11,regular,,,
2023,yahoo,17,You Don't Kno Bo (2023),You Don't Kno Bo,BB's Bold Team,BB's Bold Team,65,249,32,10,32,24,62,110,0.261,2,59.2,4,2,57,5.28,1.46,5,0,2,4,11,regular,,,
2023,yahoo,18,BB's Bold Team,BB's Bold Team,This Is Mizerable,Vladdys Hammer,82,286,45,15,43,21,63,145,0.287,3,42.1,3,4,55,3.83,1.16,3,1,3,4,10,regular,,,
2023,yahoo,18,Dixon Cider,Dixon Cider,You Don't Kno Bo (2023),You Don't Kno Bo,56,261,34,12,31,30,64,105,0.215,7,70.0,3,7,73,4.89,1.31,5,1,3,1,12,regular,,,
2023,yahoo,18,Goodyear Gila Monsters,Goodyear Gila Monsters,Pat James's Swell Team,Pat James's Swell Team,82,263,40,13,47,22,56,143,0.312,6,85.2,5,5,92,4.20,1.39,6,2,3,11,5,regular,,,
2023,yahoo,18,Gunnarrhea,Rita's Favorite Team,John's Super Team,John's Super Team,75,262,36,5,25,26,52,108,0.286,6,67.0,7,4,65,2.55,1.15,6,1,3,9,5,regular,,,
2023,yahoo,18,John's Super Team,John's Super Team,Gunnarrhea,Rita's Favorite Team,68,262,31,8,32,24,52,115,0.260,0,37.1,2,2,33,4.10,1.61,2,0,3,5,9,regular,,,
2023,yahoo,18,Mactown MacDaddies,Mactown MacDaddies,Me So Heorny,Me so Randy,64,243,46,13,37,34,56,118,0.263,4,48.1,3,3,45,4.66,1.20,3,1,5,7,8,regular,,,
2023,yahoo,18,Me So Heorny,Me so Randy,Mactown MacDaddies,Mactown MacDaddies,80,282,41,9,33,20,76,129,0.284,9,96.1,5,4,94,1.87,0.88,11,1,2,8,7,regular,,,
2023,yahoo,18,Pat James's Swell Team,Pat James's Swell Team,Goodyear Gila Monsters,Goodyear Gila Monsters,66,213,35,10,34,19,43,107,0.310,2,33.1,2,0,34,2.97,0.96,1,0,0,5,11,regular,,,
2023,yahoo,18,This Is Mizerable,Vladdys Hammer,BB's Bold Team,BB's Bold Team,84,291,34,13,49,29,63,141,0.289,2,70.1,5,4,75,3.71,1.01,6,0,5,10,4,regular,,,
2023,yahoo,18,You Don't Kno Bo (2023),You Don't Kno Bo,Dixon Cider,Dixon Cider,73,266,40,12,41,25,64,125,0.274,11,64.0,7,1,76,1.55,0.95,6,0,3,12,1,regular,,,
